Comment,Image No.
"Una Foto Maravillosa!!!   Libro de Fotos / Photo Book","44"
"a href","44"
" ","44"
"Nice light","45"
"Awesome!","46"
"Fantastic shot!","46"
"Nicely captured... I like this photo a lot!!!","46"
"Very nice!!","46"
"Nice perspective.... great colors....","46"
"Splendido verticale brava","46"
"Ficou lindo este ngulo! Belissimas palmeiras!","46"
"bella composicion!      This Photo was found and admired in Elite Images  ","46"
"nice shot","46"
"bello il taglio dato con una bella prospettiva - ciaooooooooo  You are invited to display your image.   Better Than Good Invitation Only","46"
"great shot, so great colour and symmetry","46"
"Excelente imagem: Nos gostaramos de a ver no grupo Beautiful image We would love to have it on the group","46"
"Your Image Truly Is:    Better Than Good","46"
"Your Image Truly Is:    Better Than Good","46"
"Your Image Truly Is:   Better Than Good","46"
"So tall! You're invited to post this picture in  The Beauty of Trees  (post 1 ~ comment on 1)","46"
" Linda foto - Beautiful photo   You are invited to add this image to Perpetual Beginners   (Post 1 - Comment on 3)","46"
"neat n tidy indeed!","46"
"Very nice view. Looks like LA.","46"
"bella toma...bonita perspectiva!   You are my winner! Please add this photo to","46"
" You are my winner! Please add this photo to","46"
"molto molto bella con una prospettiva perfetta!!","46"
" Vista em  Saw in  Perpetual Beginners    Parabns - Congratulations  Voc merece isso - You deserve this","46"
"Complimenti da: Una foto per unire il mondo - Compliments from: One phto to unite the world.    Per piacere postane ancora tante","46"
"Complimenti da: Una foto per unire il mondo - Compliments from: One phto to unite the world.    Per piacere postane ancora tante","46"
"great perspective!","46"
"i love this. i feel like i'm on vacation.","46"
"Nicely composed. :-)","46"
"very nice perspective!","46"
"I saw this great photo in the UrbanLife group.    Post 1 - Comment 3 From UrbanLife Group ","46"
"its the beauty with the road...","47"
"Really pretty!","47"
"Nice picture!  You should be interested in participating to our contest: trees from my neighbourhood.    ","47"
"great colors! fantastic composition and framing!","48"
"Thank you ","48"
"Beautiful light and colors...like it !","48"
"Thank you ","48"
"Nice tilt shift !","49"
"What a beautiful photo!!!","49"
"love the bare trees :)","49"
"love all the lines in the trees","49"
"bimba!","50"
"Lovely picture, but it is a litle dark","50"
" Score _7/10 (from the Score Me! group)","50"
"I like this tree, especially against the sky.  The little object I put the note on is a distraction, and there's a little snippet of sidewalk farther down that also seems out of place.","50"
" ","50"
" Score 6.5/10 (from the Score Me! group)","50"
"Lovely tree silhouette!","50"
" The World Through My Eyes","50"
"I'm sorry, but I just don't get the appeal of this...,  .....rather, ordinary tree !!","50"
" ","50"
" Score 5/10 (from the Score Me! group)","50"
"Score _6/10 (from the Score","50"
" Me! ","50"
" group) ","50"
" I like the tree and the street near by. The way is growing as it's wedged up between two roads. But I found the frame too tight on the subject and there are two little things disturbing me on the very left of the picture.","50"
"Lovely blue sky but a little dark","50"
" ","50"
" Score 6/10","50"
"Bonita foto. No entanto o artefacto da direita distrai um pouco.","50"
" Parabns","50"
" ","50"
" Cumprimentos","50"
" pedro","50"
" ","50"
" ","50"
" grupo (Comentrios_em_PT)","50"
"Nice tree silhouette,like it :-)","50"
"WOW, this photo is AMAZING! Your photo deserves double the EXCELLENCE!!!  Please be sure your photo is TAGGED SOE  lovely shot!","50"
"Nice!  Definitely a winner!!! You deserve another one. Found in","50"
"Fav! (Confraria do Douro)","50"
"Well done","51"
"Beautiful!!!!!!!","51"
"Gorgeous looking shot!","51"
"very nice point of view and beautiful colors, nice shot!!","51"
"Really beautiful and flamboyant colors! Excellent capture.","51"
"Your streets are so stunning lined with such colourful trees. Great composition leading us further along the journey :)","51"
"great angle of shooting, interesting capture with a big man, small bicycle~","51"
"Fantastic composition Osvaldo!!! Ciao!!!","51"
"beautiful composition! Love the red flowers!","51"
"Very interesting PoV here!","51"
"Beautiful scenery...is this guy going the wrong way?   Have a good day my F.R.I.E.N.D :)","51"
"wow, beautiful colors! :) compliments ^^","51"
"Very beautiful.","51"
"Beautiful capture!!","51"
"So gorgeous, love the colors!","51"
"This hilly landscape and these magnificent trees really fascinates me.. stunning images !!","51"
"Nice colours of the leaves.","51"
"great colors and perspective","51"
"Excellent capture of the people in action. This image looks full of life  light  cheerfulness. Well done  enjoy your day.","51"
"That must be amazing to see! Love your tour!","51"
"Nice perspective Osvaldo.!!","51"
"Perfect and wonderful!!","51"
"Chegados ao topo, agora  a vez das rvores nos trazerem de volta a terra, e eis que nos devemos estar a aproximar de uma zona urbana, mas suspeito que ser ainda apenas uma das etapas da viagem e no o destino...ser? Composio, luz e cores ao nvel da anterior. Abrao.","51"
"beautiful road!!! love those colorful tress!!","51"
"Tres jolie et chaleureuse photo!","51"
"This is Beautiful especially the trees. A Fave+++","51"
"There are two photos in one! nice and great   :)","51"
"Ficou linda. Bem vista.","51"
"reallybeautiful shot! beautiful colors!","51"
"beautiful composition!!!","51"
"Excellent PoV and lovely color.","51"
"very niiiiiiiiiiiiiice","51"
"Anche questa  superbe !","51"
"Fabulous!!!!!!!!!!!!!!","51"
"Excellent composition, dear Osvaldo !","51"
"love the colors on your pics!!!!","51"
"very colorful shot!","51"
"such a beautiful trees, this is great!","51"
"Beautiful composition, great eye :)","51"
"great shot my friends  ","51"
"This is truly beautiful.","51"
"Lovely capture, and great Pov ......its beautiful !","51"
"Fantastic colours and really wonderful scene !","51"
"beautiful view.","51"
"Lovely shot and I'd love to walk beneath this beautiful canopy of color!","51"
"Very nice photo!","51"
"This was Excellent captureI love this wonderful picture..  would really appreciate your views on my picture Have wonderful week 2 you and your family..","51"
"Great street scene.","51"
"Gorgeous shot Ozzy...the colors are incredible!  You are such a tease...wondering when you are going to reveal your latest endeavor!  Have a lovely day my dear friend!","51"
"Beautiful capture!","51"
"meravigliosa foto! Colori fantastici! Grazie, caro amico Osvaldo, che ti ricordi sempre di me!  non tanto per il commento, ma per il gentile pensiero! Grazie!!!!","51"
"Amazing framing!","51"
"Very cinematic.","51"
"Magnfica captura! preciosa composicin y color, buena semana!","51"
"Where are we going this time? It is going to be an interesting ride.","51"
"That's quite an incline, love the silhouette of the gentleman pushing up the hill.  Great shot and beautiful lush colors!","51"
"What a beautiful shot!","51"
"Deux images dans une, nous sommes gagnants! Comme dans un crin de verdure ce cycliste qui soulage sa monture ou lui-mme! :-))","51"
"brilliant work Osvaldo, I'm really enjoying this ride, happy week ahead my dear friend, take care :)","51"
"Love it! the Poincianas are blooming lovely out here too. Like your point of view in this one.","51"
"These trees are simply wonderful!Great composition, I completely love it!!:))","51"
"Gorgeous!","51"
"Adoro essas arvores!!","51"
"Wonderful colors again.  A good choice of subject as your main element.  The upper part of the picture is especially good with the white off balancing the colors.","51"
" soulful ~~","51"
"This is so lovely.","51"
"Lovely capture - I do love the way these beautiful, blooming trees create a canopy for the road...and its travellers!  Nice work!","51"
"do you mean it's a dangerous place???...;-)","51"
"Man there are some nice colourful trees in your country. :D","51"
"Beautiful refreshing road.  [ via flickriver explore --petertoshiro STEALTH MODE ]","51"
"Awesome... ","51"
"Excellent PoV!","51"
"nice image ... congratz 4 explore....+++","51"
"The gentleman with the bike is too tired and he is enjoying the shadow of the wonderful trees.....very beautiful capture, dear friend !!","51"
"Fantastic!! Execution is great and the idea is awesome.So nice!! Congratulations","51"
"OK, now I'm sure Brazil is in my travel list!  Fantastic view!","51"
"Lovely capture of the ma with the bike.","51"
"Beautiful capture!  Nice composition!","51"
"Gr8 shot","51"
"Those trees are so beautiful, I love the composition here with the man climbing up the road with his bike!","51"
"fantastic depth of field and glorious colour!","51"
"Incrvel que alm da beleza natural da paisagem vc consegue captar o desnvel do asfalto de forma artstica! Parabns!!!","51"
"Great shot!","51"
"never ending road .. wonderful frame.","51"
"Lovely shot, full of gorgeous colour and with great lead line.  It's a long road on a bicycle!","51"
"this Amazing Work deserves a Crown !   Royal G. , +26'000 Flickers wear the Crown ! ","51"
" !! High Quality Image    Qualified Members Only","51"
" !!? High Quality Image ?   Qualified Members Only","51"
"NO DOUBT IN IT, A MASTERPIECE Found in CREATIVEYE UNIVERSE    Remember Post 1 Comment 3 or more","51"
"Congratulations!  Those trees are indeed beautiful, as is the composition.","51"
"You deserve   Thanks for sharing !","51"
"this is extremely Good:) Congratulations! from  *? Beautiful Shot ?  ","51"
"this is extremely Good:)  Congratulations! from  * Beautiful Shot   ","51"
"como lo haces???? todas tus fotos son estupendas!","51"
"Just uploaded my photos. Check Out My New Pics.   Let the world see your photos.","51"
"Lovely shot!!!","51"
"This is a beautiful image!! Your photo was viewed in:  ","51"
"Mi piace.","51"
"Marvelous image.","51"
"Just uploaded my photos. Check Out My New Pics.   Let the world see your photos.","51"
"THIS PHOTO ROCKS!   Please tag this with: THIS PHOTO ROCKS!  commented with FlickrComment","51"
"Traveling the world.  *World Trekker*   Please tag your photo with World Trekker  commented with FlickrComment","51"
"Very nice.  The Nature Group","51"
"Congratulations! This is a wonderful shot! You are invited to post it to:      artland ","51"
"APPLAUSE!!!!! ENJOYED IN FLICKR @  ****BEAUTIFUL FLICKR COMPOSITION****  A BEAUTIFUL GROUP!  Celebrated around the world in: ****BEAUTIFUL FLICKR COMPOSITION****JOIN US!*****","51"
"Nicely composed!   I saw this picture in The BIG ONE...","51"
"wonderful","51"
"   Your Photo deserve an Emotion  From Emotional Shots Group ","51"
"Beautiful work............!! bravo !! Have a nice day !  fu-yi compliments !","51"
"Nice find and the right moment.  The tunnel wouldn't be the same without someone there.  The Nature Group","51"
"This photo BOUNCES!  Bouncing Ball   ","51"
"Flickrs Special- Post 1 - Give 5 stars","51"
"Great shot!  Discovered! by ","51"
"Youre invited to join Flickrs Heaven !","51"
"Flickrs Heaven- Post 1 - Give 5 angels","51"
"  You've been Dazzled","51"
"  flickrjobs different images ","51"
" Gran tiro, Felicidades  CHAMPIONS Photography (P.1- R3) ","51"
"Flickrs Heaven- Post 1 - Give 5 angels","51"
"Good work! I like it!!   This image was found in  BULL'S EYE (post 1 - throw 3 darts)   commented with FlickrComment","51"
"Excellent capture;-D","51"
" ","51"
"nice!","51"
"great photo!! well done :)) Ops, voc  brasileiro!!   :)) Parabns pela belssima foto da nossa terra.","51"
"Good work!  Thank you for adding this grrreat photo to the group! I think this is a GRRREAT work of art !!!!!    GRRREAT Works PLEASE ADD 2 COMMENTS PER POST   commented with FlickrComment","51"
"Thank you for adding this grrreat photo to the group! I think this is a GRRREAT work of art !!!!!    GRRREAT Works PLEASE ADD 2 COMMENTS PER POST","51"
"Esta LINDA foto foi vista no Grupo Galeria de Imagems!  /a  GALERIA DE IMAGEMS  OBRIGADO POR COMPARTILHAR SUAS IMAGEMS!!! ","51"
"  Took Notice of this great shot in: Love It","51"
"Wonderful colors, great scene.  Thank you for adding this grrreat photo to the group! I think this is a GRRREAT work of art !!!!!    GRRREAT Works PLEASE ADD 2 COMMENTS PER POST","51"
"perfect!","51"
" Ultimate GOLD (Post 1 - Give 5 Gold Stars) ","51"
"You have a wonderful artistic image and we look forward to see many more of your beautiful photographic works in our group @ Flickr!     Enjoyed In: * THE BEAUTIFUL ART PHOTOGRAPHY GROUP! * ( Post1-Comment1 ) * Thank you for sharing with us! * ","51"
" Ultimate GOLD (Post 1 - Give 5 Gold Stars) ","51"
" ","51"
"I saw- This Beautiful shot! @  *TBFS Gallery*  ","51"
"I saw this Great Photo in Group :   Please tag your photo:   Best wish^^","51"
"I enjoyed seeing your picture in the   Pictures Worth A Thousand Words group!","51"
"This is definitively a Wow picture  Wow picture (Post 1 - Comment 3)","51"
"great shot!","51"
" From the World Traveler (Post 1,Comment on previous 3).","51"
"Thanks for sharing!    S - for Solidarity to the PEOPLE of Pakistan Post 1 - Comment 3","51"
"Fantstica toma,color y edicin..!!   ","51"
"This luxurious trees make me feel warm in the middle of the winter.","51"
" This is a beautiful image!! Your photo was viewed in:     -Birth In Spring (Post 1 , comment 2 )","51"
",.~* Beautiful *~.,","51"
"Wonderful composition !!!!!","51"
"What an excellent series of your road trip!!!!!!!!!!","51"
"Super shot!","51"
"So very beautiful and congratulations on Explore! By the way, I've just returned home from three weeks on Morocco which accounts for my vanishing act on Flickr.","51"
"The colors are gorgeous. Bravo !","51"
"WOW, brilliant composition, I like how it is balanced and dynamic in the same time.","51"
"Lovely shot! Love these bright flowers...these look so much like gulmohar trees we have here in India","51"
"Beautiful shot.... very well exposed and beautifully composed...","52"
":Please add your picture to *** Beauty In Our Lives ***  Thank you !! Please Comment on 2 for each  Excellent capture !!! Have a nice evening !!!","52"
"Love this and great color.","52"
" Esta foto linda foi vista em:       F L O R E S . E . F L O W E R S  ","52"
"Esta es una fotografia de mucha Qualidad! Hay sido encuentrada en lo grupo. This High Quality Photograph was discovered in the Group   Parabens! Congrats! ","52"
"Very nice Springtime photo.","52"
"Pikna  Polska  zota jesie  !!!","53"
"wietne ujcie, Joanno ....","53"
"Przepikna aleja :)","53"
"Trs belle prise encore :)","53"
"A to jest prze-cudne !!!","53"
"","53"
"Those leaves in the air are a bonus. Fantastic shot, Joanna.","53"
"Bonito panorama otoal.","53"
"Piknie ! a co bdzie jak to wszystko dojrzeje w kolorach za par dni ? :)","53"
"","53"
"Fantastic autumnal shot","53"
"Love your autumn shots.","53"
"","53"
"pekn, i ty hvzdy","54"
"Vynikajici!","54"
"Excellent image beautifully done","54"
"Gorgeous image!!!","54"
"Great balance in this photography and fascinating light! Well done!","54"
"SuRe  KooooooooooL   !!!!!!!!!!   FAV !!!!!!!!!!   JOE","55"
"Que bonita escena","55"
"superb..........","55"
"wonderful image, great composition","55"
"Wonderful shot!","56"
"Beautiful mono !","56"
"Superb!","56"
"Beautiful winter streetshot!","56"
"the right composition at the right moment!","56"
"Love the B/W here.  Nice !","56"
"Compo and emotion, you did great !","56"
"Great decisive moment!  Very graphic BW!  Excellent!","56"
"Amazing work!","57"
"Great shot , colors and processing !!!","57"
"Wow that is a seriously great looking tree, excellent image :o)","57"
"Tolle Bearbeitung! Farben und Kontraste sind super!","57"
"oMG  this is so stunning","57"
"Perfekte Aufnahme mit toller Bearbeitung. Gefllt mir sehr gut.","57"
"a very interesting tree.. and very nice HDR.. well done","57"
"Excellent work my friend ! Beautiful capture !!","57"
"Great shot. Beautiful big tree.","57"
"Beautiful! :)","57"
"See my comment on the other which applies to this image.","57"
"What a totally cool tree!  Love it.","57"
"Eine klasse Aufnahme ! Mir gefllt diese Variante besonders !","57"
"Lovely shot, great perspective  colour.","57"
"wunderschn... klasse Bild","57"
"woderful, trees are wise","57"
"I think trees have Souls....BEAUTIFUL photo!","57"
"Definitely a Lord of The Rings scene!   Brilliant effect ... well done!","57"
"Wunderbare Aufnahme - gute Arbeit!!!!!!!!","57"
"Wonderful tree  presentation!","57"
"excellent","57"
"Albero centenario davvero incredibile. Bella ripresa.","57"
"Superb...!!!","57"
"It's a wicked tree Ben! A really cool find.  I posted a picture of tree branches a while ago, called it the lungs of our planet - for good reason!","57"
"superb, excellent details~","57"
"gorgeous greens Ben...the composition and POV is delightful...nicely done","57"
"Beautiful Capture. Superb Processing.","57"
"sehr schn, grn gefllt mir besser.","57"
"awesome!","57"
"Impressive tree and a spectacular view!","57"
"amazing tree. Great processing","57"
"Wow, that's one impressive tree. Nice shot","57"
"Uau, great processing and a very beautiful capture!!!","57"
"superb tree!","57"
"Beauty ... that green is delightful!","57"
"lovely  [","57"
"I like your green version the most :-) Awesome shot!","57"
"amazing!!!!","57"
"Fabulous tree, wonderful image, so nice image processing!!!","57"
"awesome work with great details...","57"
"great shot","57"
"First, this is a spectacular image... truly a beautiful tree!! Second, I don't think you are crazy for posting  winter shots during summer days or spring shots in autumn, etc... makes one appreciate the beauty of  every season... you know us human beings, we always think the grass is greener other times and other place... Third, I whole heartedly agree about your comment regarding cutting of trees... it is a crime in every way!!!!","57"
"what a brilliant shot of an amazingly beautiful tree!","57"
"Sieht aus wie ein zu gro geratener Bonsai, mir gefallen diese warmen Farben und das lichtdurchflutete Bltterwerk sehr gut!","57"
"awesome pic and edition!!","57"
"i like this edit very very much!","57"
"Again I like them both, super colours and detail The tree reminds me of the Harry Potter film, forget which one now! Another great shot Ben!!","57"
"So beautiful with the spring growth. Thanks.","57"
"great shot and awesome PP","57"
"I like your green version the most !! Great shot Ben !!! Thanks !!!","57"
"What a tree...excellent work!!","57"
"Nice shot!","57"
"great shot, like a maze","57"
"great tree","57"
"Bello monumentun green. Excelente trabajo. Ciao.","57"
"Fantastic!","57"
"Awesome work!","57"
"bella fotografia","57"
"It looks like a painting. Just incredible.","57"
"Superbe arbre !!!","57"
"Wunderbare Arbeit! Cette photo a t vue et apprcie sur le groupe Aimez vous les Fleurs? ","57"
"Wow","57"
"nice editing love it.. and nice March for me too.","57"
"superb !! love the color   saturation","57"
"from the fairy forest.","57"
"Very nice!!!!!","57"
"Love it !!!!!!!!!!!!!!","57"
"Excellent!","57"
"Really love this one","57"
"Nice image ","57"
"Awesome too!","57"
"Very beautiful shot of a big tree.  Love the HDR processing!","57"
"Amazing tree! Very nice shot","57"
"lovely image Ben","57"
"Did you just have a exact same shot from different time of the year? oh, this is stunning ! Have a nice day too :)","57"
"What a wonderful tree, I love the PP.","57"
"Really stunning image and excellent processing","57"
"Fantastic tree and work (*-*).","57"
"Wonderful HDR work and great point of view. By the way my friend, thanks for the awesome comment to my photo and wishes for explore. Just to let you know, it did make it today. Great blessings.","57"
"This image was lovely, great job, loved it! Bealtiful capturing and editing, thanks for visiting my album, congratulations and a hug from a friend of Brazil.  ","57"
"Los tonos de esta me parecen ms naturales que en la otra. Es un rbol espectacular y el tratamiento que le das a la foto lo realza, bravo !!","57"
"beautiful","57"
"Un treball magnfic.!!","57"
"Very beautiful!","57"
"; )","57"
"Your work is very inspiring my friend! (-8 Excellence!","57"
"Excellents colors !!!  ","57"
"fantastic capture! the colors are amazing :)","57"
"i just wanted to say that i agree with you completely about the western world cutting down the trees we need to survive, and destroying the centuries-old way of life for people, such as in Papua New Guinea.  it is a tragedy that is irreversible, and i feel very strongly about it.  beautiful image, and even more beautiful message.","57"
"I'm  so glad I found the autumn tree in its summer garb. Either way, the elegance and beauty of its formations shine through...the leaf colour is but the icing on the cake.","57"
"Both are stunningly beautiful, light, colour and composition. Photographic ART...White Wall","57"
"amazing tree","57"
"A superb image!!","57"
"Wow Fantastic and incredible photo :-))","57"
"Inspired tree","57"
"I love trees so much! great work!","57"
"I like the Summer one - it reminds me of the Magic Faraway tree :)","57"
"Majestic view !!!!","57"
"This tree immediately brought to mind the Ents for me, as well.  I prefer to sit on the floor or a soft couch, or even better yet, on a nice, low, wide tree branch, than on wooden furniture . So I agree with your comment.","57"
"What a magnificent tree.  A million dollar tree.","57"
"fantstico   ","57"
"I want to go here","57"
"That's gorgeous! I love the 'autumnized' version of it, also! You can almost see the history swirling around this tree...","57"
"the original is also stunning great job with the autumn  colors it looks very real","57"
"Lovely Spreng Ben.... Very nice!  Peace!","57"
"What a grand old tree. Interesting photo!","57"
"Magnifique et gigantesque cet arbre.","57"
"Beautiful","57"
"What could be more beautiful to me than an old spreading tree on a mossy rock wall??? Well, hardly anything!....Love, love, love this!!!...:)","57"
"Absolument merveilleux !","57"
"wonderful image!","57"
"Very beautiful!!!!!","57"
"Like this great picture of an impressive tree! Thank you so mich for your friendly comments on my pictures :-)","57"
"Fabulous Capture!","57"
"truly grotesque","57"
"Superb!!!","58"
"Love the light!","58"
"Spectacular!","58"
"en efecto, buen trabajo","58"
"500px.com/photo/57090556","58"
"like bonbon paper in wooden lines!","58"
"Awesome !","58"
"so beautiful!","58"
"Love this!","58"
"What a fabulous colour!","58"
"Many people here in Australia think the Jacaranda is a native to Australia because they grow so well here and are very popular. I once collected seeds and grow them and they all developed into beautiful trees. Mind you I could not keep them in a small backyard. One eventually ended up in my neighbour's backyard. I will have to show you a pic of it. The Jacaranda is that popular here in Australia that there is a festival callled naturally enough The Jacaranda Festival also not far from where I live is Jacaranda Avenue and every street tree is a Jacaranda. :))","58"
"www.flickr.com/photos/dorofo2504/11880165796/","58"
"Excellent.!","58"
"me encanta n los colores","58"
"The symphony of fall! Beautifully captured here!   Amazing texture, colour hue, depth, and overall composition!!! Amazing job! ","59"
"Good one!","59"
"very beautiful! happy autumn!","59"
"Beautiful.  1-2-3","59"
"Very nice colors. You get the feel of the last warm days of autumn. Well done!","59"
"This Is A 12************Photo Very Well Taken, Have Fun.","59"
"pikne kolory!","59"
"Fantastic shot my friend! have a nice week!","59"
"Brilliant light and colors. Marvelous autumn capture.","59"
"I saw this in:   *Autumn colour of love* (Post 1 / Comment 2)","59"
"brilliant colours and catch of the leaves' movement!","59"
"niczym polska zota jesien :)  wietne!!","59"
"Magical capture....the colour is utterly incredible!","59"
"Bellissima immagine !!!!!!!!!!! Ciao, buona domenica !","60"
"delicata e suggestiva composizione molto bella","60"
"Perfect work !!................. Very beautiful !!","60"
"Great shot Follow my gallery on","60"
"beautiful backlight - I love the silhouettes of the trees","60"
"What a fantastic photo! Stunning composition and light!!!","60"
"What an awesome shot!","60"
"Lovely capture !","60"
"Bellissima!!!","60"
"Wonderful this composition.","60"
"molto bella , ciao","60"
"What a moment  to capture .! fantastic!","60"
"Fantastic capture.","60"
"que preciosidad de  foto.  Saludos y Gracias por tu visita. Carpe diem","60"
"Very beautiful tone and light image","60"
"Una magnfica composicin  con una atmsfera melanclica. Enhorabuena.","60"
"bellisima  Saludos  amigo","60"
"Magnifique cette photo!","60"
"Just amazing!!","60"
"Very beautiful composition- great perspective!","60"
"Excelente...!!!","60"
"Beautiful image!","60"
"Great definition, nice framing, great composition. Keep up the good work!","60"
" Congratulations! Your photo is a favourite in The Unforgettable Pictures Group Post 1, Comment 3","60"
" Congratulations! Your photo is a favourite in The Unforgettable Pictures Group Post 1, Comment 3","60"
" Congratulations! Your photo is a favourite in The Unforgettable Pictures Group Post 1, Comment 3","60"
" Viewed in Wonderful photos for the world","60"
"Bien hecho. Thats a nice picture","60"
"","60"
"Very nice dramatic image:-))","60"
"Beautiful tones!!!","60"
"fANTASTIC SHOT","60"
"Beautiful !","60"
"beautiful capture,lovely light.","60"
"Preciosa imagen !!! Un saludo","60"
"Excellent capture.","60"
"","60"
"Una  excelnte  fotografia    muy  buena  edicion  mis   felcitaciones  y  gracias por  visitar mi  galeria. Te  mando  Un  Gran  Saludo  Alberto","60"
"  Viewed in Wonderful photos for the world","60"
"Wspaniae!!","60"
"beautiful capture  ","60"
"Un ciel magnifique !","60"
"Vista su fotografi italiani     ","60"
"great shot!! :)","60"
"Excellent composition!","60"
"Bello scatto saluto e Buona Pasqua anche","60"
"Wonderful shot!","60"
"wonderful capture, congratulations!","60"
"","60"
"","60"
"Precioso cielo!!! me encanta el color monocromtico de la imagen!!! saludossss","60"
"   ","60"
"      ","60"
"  Beautiful capture! ! ! SEE IN : / VISTA EN :  TOP SHOTS / Only Invited Photos  Post 1 - Comment 4  TAG your photo  TopShots ","60"
" Beautiful Capture! ! ! COMMENTED / COMENTADA :  TOP SHOTS / Only Invited Photos  Post 1 Comment 4 / Sube 1 Comenta 4  TAG your photo  TopShots ","60"
"Buenas tardes Romano un saludo","60"
"Hi and thank you.   ","60"
" ","60"
" ","60"
" ","60"
" ","60"
" ","60"
" ","60"
" ","60"
" ","60"
" ","60"
" ","60"
" ","60"
" ","60"
"ciao!!! buon fine settimana! :-)   ","60"
" ","60"
" ","60"
" ","60"
" ","60"
" ","60"
" ","60"
" ","60"
" ","60"
"Congrats! Your photo was chosen as 5/9 Photo of the Day on discoverLosAngeles.com.","61"
"great shot !  love that view .  Congratulations on POTD!","61"
"","61"
"May I ask from which street you took this photo? It looks great!","61"
"How do I purchase a jpeg of this photo to have printed on canvas for my house? such a beautiful shot!!!","61"
"beautiful light! love the tree tunnel!","62"
"","62"
"fantastic cityscape.","62"
"Super !!!","63"
"A sight so full of the coming of spring.","63"
"Spectacular house, spectacular picture. Lovely architecture so well taken...","63"
"","63"
" ","63"
" ","63"
"excelente!","63"
"bonito colorido y rincn.","63"
" ","63"
" ","63"
"Wonderful !","63"
"Wow!","63"
"Please add this beautiful photo to   as beautiful as you want  group","63"
"perfect","63"
"Wonderful framing and tone!!","63"
"Wow...how gorgeous! You take as beautiful regular photos as you do still-lifes!","63"
"Belissima foto, lindas palavras  !!!","63"
"Beautiful shot!!!!","63"
"Pretty and colorful corner!  Beautiful photo!","63"
"wonderful landscape.","63"
"Lindo Osvaldo !","64"
"Wow  ... Brilliant colors ....  Awesome photo   :o)","64"
"que belas cores. linda foto! adoro suas fotos.","64"
"Gorgeous!","64"
"beautiful place ;)","64"
"Brilliant ! Beautiful shot, Osvaldo !","64"
"Beautiful!!","64"
"These trees are beautiful. And it sad that the flowers last so little time.  Beautiful shot, by the way, Osvaldo!","64"
"wonderful colors!","64"
"Awesome image, my friend. Perspective and lighting are superb. Abrao e parabns.","64"
"Gorgeous tones! Great!","64"
"FantasticIs AMAZING shot Wonderful composition.I love it pro.. And Beautiful imageYou are really great capture of natureYou are really  wonderful to me Excellent focus ! lovely shot ! so nice to see  ! Really like this photo!!  Thanks My Friends for each praise, comment and support.. 2 you and your family wish lovely week","64"
"Nice capture!  xx","64"
"Adoro Ips! Awesome shot! Well done!","64"
"muito boa, as cores esto incriveis","64"
"stunning work, osvaldo! so glad you decided to upload it :-)","64"
"Wow lovely tone","64"
"Excellent colours and a beautiful shot. Have a good day and keep smiling.","64"
"brilliant comosed!! well done!","64"
"love the colors!","64"
"amazingly beautiful tree, also love the color and texture of the wall !!!","64"
"Excellent Osvaldo!! The yellow tree is wonderful. Greetings.","64"
"Stunning shot...the colors of the tree are amazing!","64"
"beautiful colors","64"
"beautiful!","64"
"A very beautiful yellow tree.","64"
"great shot","64"
"que linda eu amo rvores assim floridas lindas!","64"
"Bonita, singela e competente!","64"
"Molto bella! Muito linda Osvaldo!!  pena que a flor dura apenas uma semana! a imagem  muito ensolarado Eu gosto do jogo de sombra na parede!","64"
"Perfect!!!!!!!!!!!!!! :)","64"
"Magnifique celle-ci......... bravo pour ces superbes couleurs.","64"
"awesome capture!","64"
"Awesome colors","64"
"Beautiful colours.","64"
"meravigliosa foto! I colori sono stupendi! Ciao amico, buona serata!","64"
"I like trees. Beautiful photograph.","64"
"que bonitos coloressssss!!!! pero de donde sacas estas imagenes? jajajja anda dinos el truco!!! jajajja es broma ,un abrazo.","64"
"Beautiful tree!","64"
"great composition and nice find. nice yellow leaves and nice red wall.","64"
"Awesome tree !! thanks for sharing this fantastic shot !!    Your photo is A Class ( Please, Post 1-Comment 2 ) Please, consider adding this photo to A Class group ","64"
"Lindos ipes. Maravilhosa captura.","64"
"Very good composition with the contrast of the colors. Well done Osvaldo.","64"
"Fantstica!  Infelizmente, o tempo segue o seu ritmo e, para ns, uma semana parece pouco para durar tanta beleza. O curioso  que, apesar de tambm termos flores amarelas,  uma cor que associamos mais ao Outono. Boa composio, as cores conjugam muito bem com as da rvore. Abrao","64"
"beautiful...superb colour...wooo","64"
"Una imagen con preciosos colores. Te ha quedado bella. Felicitaciones. besos desde Argentina. Buena semana","64"
"beautiful colours..excellent composition !","64"
"Beautiful shot man, the colors are amazing.","64"
"Beautiful ! I think I have a closeup of this tree and perhaps you will like it :-) ","64"
"Lovely colours.","64"
"great color!","64"
"Just as well you captured it then...at least they will always be in bloom in the photo...good job...lovely compo!   Have a great day, my friend! :)","64"
"Nice composition. Great colors.","64"
"This tree is most beautiful.  I love the composition,  The most beautiful colours are striking with a high degree of saturation.  Thanks and congratulations for sharing this excellent artisitc piece of great work. To my special friend, your work is most outstanding.  Keep it up.","64"
"The color combination is truly outstanding","64"
"sorry late comment again! looks a place where you can just wonder around,thinking about life and everything beyond that! lovely contrast and tones too! perfect!","64"
"Beautiful!!!!","64"
"bellissimi questi colori beautiful shot","64"
"Gift of nature ...........awesome capture","64"
"brilliant colors","64"
"Brilliant colors and amazing details... perfect.","64"
"Very nice yellow is one of my favorite colours.","64"
